רשות מקומית,סוג מתקן,שם המתקן,שכונה-רובע,רחוב,מספר בית,גוף מפעיל המתקן,טלפון איש קשר,שנת הקמה,משרת בית ספר,X_GEO,Y_GEO
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  מינהל קהילתי שמואל הנביא,שמואל הנביא,מגן האלף,3,מינהל קהילתי שמואל הנביא,02-5322529,1970,,31.79503824,35.22252457
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  מכללה למינהל,קריית יובל,רינגלבלום,5,מכללה למינהל,02-6417477,1970,,31.75481363,35.17396524
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  מכללת אורט - בי''ס,גבעת רם,בזק בצלאל,1,מכללת אורט - בי''ס,02-6754666,1970,מכללת אורט - בי''ס,31.7759201,35.19486132
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  מנהל קהילתי בית הכרם - זיו,"בית הכרם, י. נוף",שדרות הרצל,137,מנהל קהילתי בית הכרם - זיו,02-6423710,1970,,31.77618962,35.18567661
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  מנהל קהילתי בקעה - מקור חיים,בקעה,יששכר,3,מנהל קהילתי בקעה - מקור חיים,02-6733485,1970,,31.75779257,35.21892865
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  מנהל קהילתי גילה - עדי יפה,גילה,ורדינון,14,מנהל קהילתי גילה - עדי יפה,02-6461111,1970,,31.73542736,35.19718707
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  מנהל קהילתי מוסררה - מורשה,מוסררה,שבטי ישראל,22,מנהל קהילתי מוסררה - מורשה,02-6276611,1970,,31.78160038,35.22526698
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  מנהל קהילתי פיליפ לאון - קרית יובל,קריית יובל,צ'ילה,8,מנהל קהילתי פיליפ לאון - קרית יובל,02-6414896,1970,,31.76040422,35.1705857
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  מנהל קהילתי שטרן הסנפלד,קריית יובל,שטרן אברהם,3,מנהל קהילתי שטרן הסנפלד,02-6418344,1970,,31.75652864,35.18103645
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  מצדה - בי''ס ע''ש אוהב ציון,קטמון,יוחנן בן זכאי,33,מצדה - בי''ס ע''ש אוהב ציון,02-6789282,1970,מצדה - בי''ס ע''ש אוהב ציון,31.75788354,35.20731813
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  מרכז קהילתי ע''ש הלנה כגן,קטמון,רבי צדוק,6,מרכז קהילתי ע''ש הלנה כגן,02-6784871,1970,,31.75427573,35.19370256
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  מרכז תקוותינו,רוממה,המג,5,מרכז תקוותינו,02-5372036,1970,,31.79080077,35.19961122
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  נווה יעקב המאוחד בי''ס,נווה יעקב,שדרות נוה יעקב,36,נווה יעקב המאוחד בי''ס,02-5833624,1970,נווה יעקב המאוחד בי''ס,31.83778179,35.23954109
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  נווה עציון - בי''ס ממ''ד לבנות,בית וגן,שדרות נוה יעקב,4,נווה עציון - בי''ס ממ''ד לבנות,02-6421191,1970,נווה עציון - בי''ס ממ''ד לבנות,31.76148984,35.18768512
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  נועם - בי''ס ממ''ד לבנים,רמות אלון,שדרות נוה יעקב,2,נועם - בי''ס ממ''ד לבנים,,1970,נועם - בי''ס ממ''ד לבנים,31.8173149,35.20129971
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  סטון דוד - בי'ס,קריית יובל,וולטה העלית,12,סטון דוד - בי'ס,02-6416757,1970,סטון דוד - בי'ס,31.75742993,35.17818637
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  סילוואן בנים,מזרח ירושלים,סילוואן,1,סילוואן בנים,02-6284564,1970,סילוואן בנים,31.77230801,35.2404665
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  סלוואן - בי''ס לבנים,מזרח ירושלים,ראס אל עמוד,1,סלוואן - בי''ס לבנים,02-6284340,1970,סלוואן - בי''ס לבנים,31.77230801,35.2404665
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  סנט ג'ורג' - בי''ס,מזרח ירושלים,דרך שכם,21,סנט ג'ורג' - בי''ס,02-6274432,1970,סנט ג'ורג' - בי''ס,31.78773243,35.22801353
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  ספורטכל שיח גראח,מזרח ירושלים,שיח גראח,1,ספורטכל שיח גראח,02-5321951,1970,,31.79882401,35.23319058
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  עין כרם - מנהל קהילתי,עין כרם,המעיין,2,עין כרם - מנהל קהילתי,02-6419326,1970,עין כרם - מנהל קהילתי,31.76707524,35.16182173
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  עיסוויה - בי''ס לבנות,מזרח ירושלים,עיסוויה,1,עיסוויה - בי''ס לבנות,02-5826926,1970,עיסוויה - בי''ס לבנות,31.79990052,35.25219856
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  עיר גנים - בי''ס ממ''ד חב''ד,עיר גנים,הנורית,18,עיר גנים - בי''ס ממ''ד חב''ד,02-6412510,1970,עיר גנים - בי''ס ממ''ד חב''ד,31.75246849,35.17259394
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  פסגת דוד - בי''ס ע''ש הרב דוד,פסגת זאב,השישה עשר,34,פסגת דוד - בי''ס ע''ש הרב דוד,02-5830047,1970,פסגת דוד - בי''ס ע''ש הרב דוד,31.82894198,35.24566436
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  פסגת זאב מזרח - בי''ס ממ''ד,פסגת זאב,גרשון מאיר,19,פסגת זאב מזרח - בי''ס ממ''ד,02-5836378,1970,פסגת זאב מזרח - בי''ס ממ''ד,31.81938305,35.2439702
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  פסגת זאב מרכז ב' -בי''ס,פסגת זאב,השישה עשר,32,פסגת זאב מרכז ב' -בי''ס,02-5836184,1970,פסגת זאב מרכז ב' -בי''ס,31.82858138,35.24524168
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  פרנקל - בי''ס מסורתי גבעת שפירא,הגבעה הצרפתית,אצל,20,פרנקל - בי''ס מסורתי גבעת שפירא,02-5817070,1970,פרנקל - בי''ס מסורתי גבעת שפירא,31.80143906,35.23445859
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  פת - בי''ס,פת,בעהם אריה,2,פת - בי''ס,02-6791204,1970,פת - בי''ס,31.75220177,35.1980301
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  קרית נוער ירושלים - בי''ס,בית וגן,הרב פרנק,20,קרית נוער ירושלים - בי''ס,02-6441211,1970,קרית נוער ירושלים - בי''ס,31.76293247,35.18536263
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  קרית נוער ירושלים - בי''ס,בית וגן,הרב פרנק,20,קרית נוער ירושלים - בי''ס,02-6441211,1970,קרית נוער ירושלים - בי''ס,31.76293247,35.18536263
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  רמות ב - בי''ס ממ''ד,רמות אלון,אברהם אידלסון,1,רמות ב - בי''ס ממ''ד,02-5866445,1970,רמות ב - בי''ס ממ''ד,31.82083107,35.1883081
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  רמות ג - בי''ס,רמות אלון,אסירי ציון,2,רמות ג - בי''ס,02-5866661,1970,רמות ג - בי''ס,31.81262505,35.19538557
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  רמות ד -בי''ס,רמות אלון,צונדק,26,רמות ד -בי''ס,02-5866855,1970,רמות ד -בי''ס,31.81262512,35.19633608
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  רמת מוריה - בי''ס,רמת מוריה,אדם,28,רמת מוריה - בי''ס,02-6719082,1970,רמת מוריה - בי''ס,31.74994488,35.22948156
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  שועפט - בי''ס לבנים,מזרח ירושלים,שועפט,1,שועפט - בי''ס לבנים,02-5827186,1970,שועפט - בי''ס לבנים,31.81577915,35.23055542
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  תיכון עיוני ומכללה טכנולוגית ע''ש דנמרק,קטמון,יהודה הנשיא,26,תיכון עיוני ומכללה טכנולוגית ע''ש דנמרק,02-6788422,1970,תיכון עיוני ומכללה טכנולוגית ע''ש דנמרק,31.75454674,35.20372945
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  תיכון עיוני ומכללה טכנולוגית ע''ש דנמרק,קטמון,יהודה הנשיא,26,תיכון עיוני ומכללה טכנולוגית ע''ש דנמרק,02-6788422,1970,תיכון עיוני ומכללה טכנולוגית ע''ש דנמרק,31.75454674,35.20372945
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  תל''י בית וגן,בית וגן,חכמי יוסף,28,תל''י בית וגן,02-6420787,1970,תל''י בית וגן,31.76329394,35.19116816
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  תל''י גילה,גילה,ורדינון,1,תל''י גילה,02-6766501,1970,תל''י גילה,31.73443543,35.19929762
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  - מינהל קהילתי רמות אלון,רמות אלון,רקנטי אברהם,6,מינהל קהילתי רמות אלון,02-5865007,1970,,31.81487957,35.19432919
ירושלים,מגרש כדורגל - לא תקני,מגרש משחקים מדושא  -  מנהל קהילתי בית הכרם - זיו,"בית הכרם, י. נוף",שדרות הרצל,137,מנהל קהילתי בית הכרם - זיו,02-6423710,1970,,31.77627991,35.18641559
ירושלים,מגרש ספורט במידות אחרות – לא תקני,מגרש ספורט משולב,קרית יובל,שטרן אברהם,3,מנהל קהילי שטרן,,,,31.75652864,35.18103645
ירושלים,אולם ספורט קטן – 15x24 מ',מגרש קטרגל - בי'ס אגרון גרשון,קריית יובל,זנגויל ישראל,29,אגרון גרשון - בי''ס,02-6411444,1970,אגרון גרשון - בי''ס,31.76257029,35.17744603
ירושלים,אולם ספורט קטן – 15x24 מ',מגרש קטרגל - בי'ס אום טובא,מזרח ירושלים,אום טובא,1,אום טובא - בי''ס,02-6716122,1970,אום טובא - בי''ס,31.73307963,35.23274823
ירושלים,מגרש כדורסל – 19X32 מ',מגרש קטרגל - בי'ס אחמד סאמח חאלדי,מזרח ירושלים,א טור,1,אחמד סאמח חאלדי - בי''ס,02-6714315,1970,אחמד סאמח חאלדי - בי''ס,31.79773751,35.24829041
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש קטרגל - בי'ס אלסואחרה לבנים,מזרח ירושלים,גבל מוכבר,,אלסואחרה - בי'ס לבנים,02-6715814,1970,אלסואחרה - בי'ס לבנים,31.74624315,35.24552221
ירושלים,מגרש כדורסל – 19X32 מ',מגרש קטרגל - בי'ס ברנדט נווה יעקב ממ'ד,נווה יעקב,בלבן מאיר,6,ברנדט נווה יעקב - בי''ס ממ''ד,02-5833101,1970,ברנדט נווה יעקב - בי''ס ממ''ד,31.84409394,35.24197339
ירושלים,מגרש כדורסל – 19X32 מ',מגרש קטרגל - בי'ס גאולים א',בקעה,קיבוץ גלויות,4,גאולים א' - בי''ס,02-6733879,1970,גאולים א' - בי''ס,31.75598889,35.21882282
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש קטרגל - בי'ס גבעת גונן,קטמון,רבי צדוק,12,גבעת גונן - בי''ס,02-6791268,1970,גבעת גונן - בי''ס,31.75499723,35.19401912
ירושלים,מגרש כדורסל – 19X32 מ',מגרש קטרגל - בי'ס כי'ח לחרשים מ'מ,קריית יובל,בורוכוב,7,ביה''ס כי''ח לחרשים - מ''מ,02-6417828,1970,ביה''ס כי''ח לחרשים - מ''מ,31.76825164,35.17617763
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש קטרגל - בית הנוער העברי,קטמון,הרב הרצוג,105,בית הנוער העברי,02-6494111,1988,,31.75959703,35.20087949
ירושלים,מגרש כדורסל – 19X32 מ',מגרש קטרגל - בית נוער נחלאות,נחלאות,לוד,20,בית נוער נחלאות,02-6241566,1970,,31.78051975,35.20974706
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש קטרגל - בית ניקנור,קטמון,ניקנור,1,בית ניקנור,02-6782043,1970,,31.75671104,35.19876863
ירושלים,מגרש כדורסל – 19X32 מ',מגרש קטרגל - בית רחל,קריית יובל,אולסוונגר עמונאל,48,בית רחל,02-6430135,1970,,31.76338053,35.17142907
ירושלים,מגרש כדורסל – 19X32 מ',מגרש קטרגל - ברושים - מ'מ,עין כרם,המעיין,2,ברושים - מ''מ,02-6415741,1970,ברושים - מ''מ,31.76707524,35.16182173
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש קטרגל - ג'ינוגלי - בי''ס תורני מעלה,הגבעה הצרפתית,לוחמי הגטאות,7,ג'ינוגלי - בי''ס תורני מעלה,,1970,ג'ינוגלי - בי''ס תורני מעלה,31.80143779,35.23942178
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש קטרגל - מועדון בית נחמיה,אבו טור,אבו טור,91,בית נחמיה - מועדון,02-6732521,1970,,31.76455523,35.22705765
ירושלים,מגרש כדורסל – 19X32 מ',מגרש קטרגל  -  גואטמלה - בי''ס,קריית יובל,החרצית,10,גואטמלה - בי''ס,02-6417487,1970,גואטמלה - בי''ס,31.75796749,35.16457022
